time,result
2024-12-12 21:21:06,win
2024-12-12 21:22:36,lose
2024-12-12 21:24:07,lose
2024-12-12 21:25:36,win
2024-12-12 21:27:08,win
2024-12-12 21:28:38,win
2024-12-12 21:30:07,win
2024-12-12 21:31:32,lose
2024-12-12 21:33:03,lose
2024-12-12 21:34:36,win
2024-12-12 21:36:02,win
2024-12-12 21:37:32,win
2024-12-12 21:39:02,win
2024-12-12 21:40:37,win
2024-12-12 21:42:06,lose
2024-12-12 21:43:37,win
2024-12-12 21:45:03,win
2024-12-12 21:46:32,lose
2024-12-12 21:48:08,win
2024-12-12 21:49:36,lose
2024-12-12 21:51:08,lose
2024-12-12 21:52:37,win
2024-12-12 21:54:03,win
2024-12-12 21:55:37,win
2024-12-12 21:57:07,lose
2024-12-12 21:58:36,win
2024-12-12 22:00:06,lose
2024-12-12 22:01:36,lose
2024-12-12 22:03:02,lose
2024-12-12 22:04:32,win
2024-12-12 22:06:02,win
2024-12-12 22:07:31,lose
2024-12-12 22:09:07,win
2024-12-12 22:10:32,lose
2024-12-12 22:12:03,lose
2024-12-12 22:13:36,lose
2024-12-12 22:15:06,win
2024-12-12 22:16:36,win
2024-12-12 22:18:06,lose
2024-12-12 22:19:39,lose
2024-12-12 22:21:03,win
2024-12-12 22:22:37,win
2024-12-12 22:24:07,lose
2024-12-12 22:25:37,lose
2024-12-12 22:27:06,win
2024-12-12 22:28:32,win
2024-12-12 22:30:02,win
2024-12-12 22:31:32,win
2024-12-12 22:33:02,lose
2024-12-12 22:34:32,lose
2024-12-12 22:36:08,win
2024-12-12 22:37:37,win
2024-12-12 22:39:07,win
2024-12-12 22:40:37,win
2024-12-12 22:42:06,lose
2024-12-12 22:43:37,lose
2024-12-12 22:45:06,lose
2024-12-12 22:46:37,win
2024-12-12 22:51:07,lose
2024-12-12 22:57:01,lose
2024-12-12 22:58:32,win
2024-12-12 23:00:01,win
2024-12-12 23:01:34,lose
2024-12-12 23:03:33,win
2024-12-12 23:04:33,win
2024-12-12 23:06:33,lose
2024-12-12 23:07:33,win
2024-12-12 23:09:33,win
2024-12-12 23:10:33,lose
2024-12-12 23:12:33,win
2024-12-12 23:13:39,win
2024-12-12 23:15:06,lose
2024-12-12 23:17:33,lose
2024-12-12 23:18:33,lose
2024-12-12 23:19:33,lose
2024-12-12 23:21:33,win
2024-12-12 23:22:33,lose
2024-12-12 23:24:33,lose
2024-12-12 23:25:33,lose
2024-12-12 23:27:33,win
2024-12-12 23:28:33,win
2024-12-12 23:30:02,lose
2024-12-12 23:32:33,lose
2024-12-12 23:33:33,lose
2024-12-12 23:34:33,lose
2024-12-12 23:36:33,lose
2024-12-12 23:37:33,win
2024-12-12 23:39:07,lose
2024-12-12 23:40:37,lose
2024-12-12 23:42:03,lose
2024-12-12 23:43:38,lose
2024-12-12 23:45:08,win
2024-12-12 23:46:38,win
2024-12-12 23:48:02,win
2024-12-12 23:49:32,win
2024-12-12 23:52:33,win
2024-12-12 23:54:33,win
2024-12-12 23:55:33,win
2024-12-12 23:57:33,lose
2024-12-12 23:58:33,lose
2024-12-13 00:34:37,lose
2024-12-13 00:36:06,lose
2024-12-13 00:37:36,win
2024-12-13 00:39:04,lose
2024-12-13 00:41:33,win
2024-12-13 00:42:33,win
2024-12-13 00:43:39,win
2024-12-13 00:45:33,lose
2024-12-13 00:46:33,lose
2024-12-13 00:48:33,win
2024-12-13 00:49:33,win
2024-12-13 00:51:33,lose
2024-12-13 00:52:33,win
2024-12-13 00:54:33,lose
2024-12-13 00:55:33,lose
2024-12-13 00:57:33,lose
2024-12-13 00:58:33,lose
2024-12-13 01:00:33,win
2024-12-13 01:01:39,win
2024-12-13 01:03:33,lose
2024-12-13 01:04:39,lose
2024-12-13 01:06:33,lose
2024-12-13 01:07:33,win
2024-12-13 01:09:33,win
2024-12-13 01:10:39,lose
2024-12-13 01:12:33,lose
2024-12-13 01:13:36,win
2024-12-13 01:15:03,win
2024-12-13 01:16:31,lose
2024-12-13 01:18:02,win
2024-12-13 01:19:33,win
2024-12-13 01:21:01,win
2024-12-13 01:22:36,lose
2024-12-13 01:24:07,win
2024-12-13 01:25:36,lose
2024-12-13 01:27:07,win
2024-12-13 01:28:33,win
2024-12-13 01:30:06,lose
2024-12-13 01:31:36,win
2024-12-13 01:33:07,lose
2024-12-13 01:34:37,win
2024-12-13 01:36:07,lose
2024-12-13 01:37:33,lose
2024-12-13 01:39:08,win
2024-12-13 01:40:36,lose
2024-12-13 01:42:06,win
2024-12-13 01:43:36,lose
2024-12-13 01:45:03,lose
2024-12-13 01:46:32,lose
2024-12-13 01:48:01,win
2024-12-13 01:49:32,win
2024-12-13 01:51:07,lose
2024-12-13 01:52:36,lose
2024-12-13 01:54:03,win
2024-12-13 01:55:35,lose
2024-12-13 02:12:08,lose
2024-12-13 02:14:00,win
2024-12-13 02:15:06,lose
2024-12-13 02:17:00,win
2024-12-13 02:18:06,win
2024-12-13 02:20:00,win
2024-12-13 02:21:06,win
2024-12-13 02:23:00,win
2024-12-13 02:24:06,lose
2024-12-13 02:42:20,win
2024-12-13 03:13:23,win
2024-12-13 03:13:35,lose
2024-12-13 03:45:51,win
2024-12-13 03:56:01,win
2024-12-13 04:12:57,lose
2024-12-13 04:29:11,lose
2024-12-13 04:46:32,win
2024-12-13 04:57:33,lose
2024-12-13 04:58:33,win
2024-12-13 05:00:33,lose
2024-12-13 05:01:39,win
2024-12-13 05:03:33,win
2024-12-13 05:04:33,lose
2024-12-13 05:06:33,lose
2024-12-13 05:07:33,win
2024-12-13 05:09:33,win
2024-12-13 05:10:33,lose
2024-12-13 05:12:33,win
2024-12-13 05:13:33,win
2024-12-13 05:15:33,lose
2024-12-13 05:16:33,lose
2024-12-13 05:18:33,lose
2024-12-13 05:19:33,lose
2024-12-13 05:21:33,win
2024-12-13 05:22:33,lose
2024-12-13 05:24:33,lose
2024-12-13 05:25:33,win
2024-12-13 05:27:33,lose
2024-12-13 05:28:39,win
2024-12-13 05:30:33,lose
2024-12-13 05:31:39,win
2024-12-13 05:33:33,lose
2024-12-13 05:34:33,win
2024-12-13 05:36:33,lose
2024-12-13 05:37:33,lose
2024-12-13 05:39:33,win
2024-12-13 05:40:33,win
2024-12-13 05:42:33,lose
2024-12-13 05:43:33,win
2024-12-13 05:45:33,lose
2024-12-13 05:46:33,win
2024-12-13 05:48:33,win
2024-12-13 05:49:33,lose
2024-12-13 05:51:33,win
2024-12-13 05:52:33,win
2024-12-13 05:54:33,lose
2024-12-13 05:55:33,lose
2024-12-13 06:14:11,win
2024-12-13 06:31:10,win
2024-12-13 06:47:37,lose
2024-12-13 07:14:46,lose
2024-12-13 07:33:08,lose
2024-12-13 07:49:32,win
2024-12-13 07:51:32,win
2024-12-13 07:52:38,win
2024-12-13 07:54:32,win
2024-12-13 07:55:38,win
2024-12-13 07:57:32,win
2024-12-13 07:58:38,lose
2024-12-13 08:00:32,win
2024-12-13 08:01:38,win
2024-12-13 08:03:32,lose
2024-12-13 08:04:32,win
2024-12-13 08:06:32,lose
2024-12-13 08:07:32,lose
2024-12-13 08:09:32,lose
2024-12-13 08:10:38,lose
2024-12-13 08:12:32,lose
2024-12-13 08:13:38,win
2024-12-13 08:15:32,win
2024-12-13 08:16:32,win
2024-12-13 08:18:32,win
2024-12-13 08:19:38,win
2024-12-13 08:21:32,lose
2024-12-13 08:22:38,win
2024-12-13 08:24:32,win
2024-12-13 08:25:38,lose
2024-12-13 08:27:33,lose
2024-12-13 08:28:39,lose
2024-12-13 08:30:33,win
2024-12-13 08:31:33,lose
2024-12-13 08:33:32,win
2024-12-13 08:34:32,lose
2024-12-13 08:36:32,win
2024-12-13 08:37:32,win
2024-12-13 08:39:32,lose
2024-12-13 08:40:38,win
2024-12-13 08:42:32,win
2024-12-13 08:43:32,win
2024-12-13 08:45:33,win
2024-12-13 08:46:39,win
2024-12-13 08:48:33,lose
2024-12-13 08:49:33,lose
2024-12-13 08:59:21,win
2024-12-13 09:15:54,lose
2024-12-13 09:16:54,win
2024-12-13 09:18:06,win
2024-12-13 09:19:54,lose
2024-12-13 09:21:06,win
2024-12-13 09:22:54,lose
2024-12-13 09:24:06,win
2024-12-13 09:25:54,lose
2024-12-13 09:27:07,win
2024-12-13 09:28:54,win
2024-12-13 09:30:07,lose
2024-12-13 09:31:54,win
2024-12-13 09:33:01,win
2024-12-13 09:34:54,win
2024-12-13 09:36:07,win
2024-12-13 09:37:54,win
2024-12-13 09:39:05,win
2024-12-13 09:40:54,win
2024-12-13 09:42:05,lose
2024-12-13 09:43:54,win
2024-12-13 09:45:05,lose
2024-12-13 09:46:53,lose
2024-12-13 09:48:05,win
2024-12-13 09:49:53,lose
2024-12-13 09:51:05,win
2024-12-13 09:52:53,lose
2024-12-13 09:54:05,lose
2024-12-13 09:55:53,win
2024-12-13 09:57:05,lose
2024-12-13 09:58:53,win
2024-12-13 11:22:51,lose
2024-12-13 11:24:08,win
2024-12-13 11:25:32,lose
2024-12-13 11:27:02,win
2024-12-13 11:28:31,win
2024-12-13 11:30:02,lose
2024-12-13 11:31:32,win
2024-12-13 11:33:02,win
2024-12-13 11:34:32,lose
2024-12-13 11:36:04,lose
2024-12-13 11:37:52,lose
2024-12-13 11:39:03,win
2024-12-13 11:40:51,lose
2024-12-13 11:42:03,win
2024-12-13 11:43:51,win
2024-12-13 11:45:09,lose
2024-12-13 11:46:51,win
2024-12-13 11:48:03,win
2024-12-13 11:49:51,win
2024-12-13 11:51:03,win
2024-12-13 11:52:52,lose
2024-12-13 11:54:03,lose
2024-12-13 11:55:51,lose
2024-12-13 11:57:03,lose
2024-12-13 11:58:51,win
2024-12-13 12:00:03,win
2024-12-13 12:01:51,win
2024-12-13 12:03:03,win
2024-12-13 12:04:51,win
2024-12-13 12:06:03,lose
2024-12-13 12:07:51,lose
2024-12-13 12:09:03,lose
2024-12-13 12:10:51,win
2024-12-13 12:12:09,lose
2024-12-13 12:13:51,lose
2024-12-13 12:15:03,lose
2024-12-13 12:16:51,lose
2024-12-13 12:18:10,win
2024-12-13 12:19:51,win
2024-12-13 12:21:03,win
2024-12-13 12:22:51,lose
2024-12-13 12:24:04,win
2024-12-13 12:25:51,lose
2024-12-13 12:27:03,win
2024-12-13 12:28:51,win
2024-12-13 12:30:03,win
2024-12-13 12:31:52,win
2024-12-13 12:33:03,lose
2024-12-13 12:34:52,win
2024-12-13 12:36:03,lose
2024-12-13 12:37:51,lose
2024-12-13 12:39:03,lose
2024-12-13 12:40:51,lose
2024-12-13 12:42:03,lose
2024-12-13 12:43:37,win
2024-12-13 12:45:08,lose
2024-12-13 12:46:37,win
2024-12-13 12:48:03,lose
2024-12-13 12:49:33,win
2024-12-13 12:51:03,lose
2024-12-13 12:52:32,lose
2024-12-13 12:54:07,win
2024-12-13 12:55:37,win
2024-12-13 12:57:02,lose
2024-12-13 12:58:33,lose
2024-12-13 13:00:07,win
2024-12-13 13:01:33,win
2024-12-13 13:03:03,win
2024-12-13 13:04:37,win
2024-12-13 13:06:05,win
2024-12-13 13:07:51,lose
2024-12-13 13:09:03,lose
2024-12-13 13:10:51,lose
2024-12-13 13:12:09,win
2024-12-13 13:13:51,win
2024-12-13 13:15:09,win
2024-12-13 13:16:51,lose
2024-12-13 13:18:03,win
2024-12-13 13:19:51,lose
2024-12-13 13:21:03,lose
2024-12-13 13:22:33,win
2024-12-13 13:24:03,lose
2024-12-13 13:25:32,lose
2024-12-13 13:27:01,win
2024-12-13 13:28:33,lose
2024-12-13 13:30:01,lose
2024-12-13 13:31:38,lose
2024-12-13 13:33:07,lose
2024-12-13 13:34:37,win
2024-12-13 13:36:03,lose
2024-12-13 13:37:37,lose
2024-12-13 13:39:04,win
2024-12-13 13:40:37,win
2024-12-13 13:42:09,lose
2024-12-13 13:43:37,win
2024-12-13 13:45:08,lose
2024-12-13 13:46:32,lose
2024-12-13 13:48:02,lose
2024-12-13 13:49:32,win
2024-12-13 13:51:04,lose
2024-12-13 13:52:33,win
2024-12-13 13:54:01,lose
2024-12-13 13:55:38,win
2024-12-13 13:57:07,lose
2024-12-13 13:58:37,lose
2024-12-13 14:00:07,win
2024-12-13 14:01:33,lose
2024-12-13 14:03:04,lose
2024-12-13 14:04:38,lose
2024-12-13 14:06:04,win
2024-12-13 14:07:37,win
2024-12-13 14:09:08,win
2024-12-13 14:10:38,win
2024-12-13 14:12:08,win
2024-12-13 14:13:38,lose
2024-12-13 14:15:07,lose
2024-12-13 14:16:32,win
2024-12-13 14:18:04,win
2024-12-13 14:19:33,lose
2024-12-13 14:21:07,win
2024-12-13 14:22:32,lose
2024-12-13 14:24:03,win
2024-12-13 14:25:38,win
2024-12-13 14:27:07,lose
2024-12-13 14:28:33,win
2024-12-13 14:30:07,win
2024-12-13 14:31:32,lose
2024-12-13 14:33:09,win
2024-12-13 14:34:37,win
2024-12-13 14:36:08,lose
2024-12-13 14:37:37,win
2024-12-13 14:39:04,lose
2024-12-13 14:40:37,win
2024-12-13 14:42:07,win
2024-12-13 14:43:37,win
2024-12-13 14:45:08,win
2024-12-13 14:46:33,win
2024-12-13 14:48:03,lose
2024-12-13 14:49:32,win
2024-12-13 14:51:03,lose
2024-12-13 14:52:32,lose
2024-12-13 14:54:03,lose
2024-12-13 14:55:33,win
2024-12-13 14:57:03,win
2024-12-13 14:58:33,win
2024-12-13 15:00:02,lose
2024-12-13 15:01:37,lose
2024-12-13 15:03:07,win
2024-12-13 15:04:38,win
2024-12-13 15:06:04,win
2024-12-13 15:07:37,win
2024-12-13 15:09:08,win
2024-12-13 15:10:38,win
2024-12-13 15:12:07,lose
2024-12-13 15:13:38,lose
2024-12-13 15:15:02,win
2024-12-13 15:16:32,lose
2024-12-13 15:18:03,lose
2024-12-13 15:19:34,lose
2024-12-13 15:21:02,win
2024-12-13 15:22:33,lose
2024-12-13 15:24:03,win
2024-12-13 15:25:32,win
2024-12-13 15:27:03,win
2024-12-13 15:28:33,win
2024-12-13 15:30:02,win
2024-12-13 15:31:38,lose
2024-12-13 15:33:03,lose
2024-12-13 15:34:38,lose
2024-12-13 15:36:03,lose
2024-12-13 15:37:37,lose
2024-12-13 15:39:08,lose
2024-12-13 15:40:38,lose
2024-12-13 15:42:04,lose
2024-12-13 15:43:38,win
2024-12-13 15:45:01,lose
2024-12-13 15:46:32,win
2024-12-13 15:48:02,win
2024-12-13 15:49:32,lose
2024-12-13 15:51:03,lose
2024-12-13 15:52:32,lose
2024-12-13 15:54:03,lose
2024-12-13 15:55:33,win
2024-12-13 15:57:02,lose
2024-12-13 15:58:38,win
2024-12-13 16:00:08,win
2024-12-13 16:01:37,lose
2024-12-13 16:03:03,lose
2024-12-13 16:04:33,win
2024-12-13 16:06:08,win
2024-12-13 16:06:29,win
2024-12-13 16:07:38,lose
2024-12-13 16:09:09,lose
2024-12-13 16:10:34,lose
2024-12-13 16:12:08,win
2024-12-13 16:13:32,win
2024-12-13 16:15:03,lose
2024-12-13 16:16:32,lose
2024-12-13 16:18:02,win
2024-12-13 16:19:34,win
2024-12-13 16:21:07,lose
2024-12-13 16:22:37,lose
2024-12-13 16:24:03,lose
2024-12-13 16:25:32,win
2024-12-13 16:27:07,lose
2024-12-13 16:28:33,win
2024-12-13 16:30:07,lose
2024-12-13 16:31:36,lose
2024-12-13 16:33:08,win
2024-12-13 16:34:36,lose
2024-12-13 16:36:03,lose
2024-12-13 16:37:37,lose
2024-12-13 16:39:08,lose
2024-12-13 16:40:36,lose
2024-12-13 16:42:07,win
2024-12-13 16:43:36,lose
2024-12-13 16:45:02,lose
2024-12-13 16:46:33,lose
2024-12-13 16:48:02,win
2024-12-13 16:49:36,lose
2024-12-13 16:51:02,lose
2024-12-13 16:52:32,lose
2024-12-13 16:54:03,win
2024-12-13 16:55:37,win
2024-12-13 16:57:07,lose
2024-12-13 16:58:35,win
2024-12-13 17:00:06,win
2024-12-13 17:01:38,win
2024-12-13 17:03:08,lose
2024-12-13 17:04:37,win
2024-12-13 17:06:08,lose
2024-12-13 17:07:38,win
2024-12-13 17:09:06,lose
2024-12-13 17:10:37,win
2024-12-13 17:12:02,lose
2024-12-13 17:13:32,lose
2024-12-13 17:15:03,win
2024-12-13 17:16:33,win
2024-12-13 17:18:02,lose
2024-12-13 17:19:37,win
2024-12-13 17:21:03,lose
2024-12-13 17:22:36,lose
2024-12-13 17:24:03,lose
2024-12-13 17:25:32,win
2024-12-13 17:27:02,win
2024-12-13 17:28:37,lose
2024-12-13 17:30:05,lose
2024-12-13 17:31:36,lose
2024-12-13 17:33:07,lose
2024-12-13 17:34:32,win
2024-12-13 17:36:07,lose
2024-12-13 17:37:37,win
2024-12-13 17:39:06,lose
2024-12-13 17:40:32,lose
2024-12-13 17:42:02,lose
2024-12-13 17:43:33,lose
2024-12-13 17:45:02,win
2024-12-13 17:46:36,win
2024-12-13 17:48:02,win
2024-12-13 17:49:32,lose
2024-12-13 17:51:03,win
2024-12-13 17:52:36,lose
2024-12-13 17:54:02,lose
2024-12-13 17:55:33,lose
2024-12-13 17:57:07,lose
2024-12-13 17:58:36,lose
2024-12-13 18:00:06,win
2024-12-13 18:01:38,lose
2024-12-13 18:03:03,win
2024-12-13 18:04:37,lose
2024-12-13 18:06:06,lose
2024-12-13 18:07:38,lose
2024-12-13 18:09:02,lose
2024-12-13 18:10:36,win
2024-12-13 18:12:02,lose
2024-12-13 18:13:31,win
2024-12-13 18:15:03,win
2024-12-13 18:16:33,win
2024-12-13 18:18:07,win
2024-12-13 18:19:37,lose
2024-12-13 18:21:02,lose
2024-12-13 18:22:32,win
2024-12-13 18:24:06,lose
2024-12-13 18:25:36,win
2024-12-13 18:27:07,win
2024-12-13 18:28:37,lose
2024-12-13 18:30:07,win
2024-12-13 18:31:37,win
2024-12-13 18:33:06,win
2024-12-13 18:34:38,lose
2024-12-13 18:36:08,win
2024-12-13 18:37:37,lose
2024-12-13 18:39:01,win
2024-12-13 18:40:31,win
2024-12-13 18:42:02,win
2024-12-13 18:43:32,lose
2024-12-13 18:45:03,lose
2024-12-13 18:46:37,win
2024-12-13 18:48:02,lose
2024-12-13 18:49:37,lose
2024-12-13 18:51:01,lose
2024-12-13 18:52:32,lose
2024-12-13 18:54:07,win
2024-12-13 18:55:37,win
2024-12-13 18:57:07,lose
2024-12-13 18:58:36,win
2024-12-13 19:00:06,win
2024-12-13 19:01:38,win
2024-12-13 19:03:08,win
2024-12-13 19:04:37,win
2024-12-13 19:06:07,lose
2024-12-13 19:07:33,win
2024-12-13 19:09:01,win
2024-12-13 19:10:32,lose
2024-12-13 19:12:02,win
2024-12-13 19:13:35,win
2024-12-13 19:15:02,win
2024-12-13 19:16:33,win
2024-12-13 19:18:02,win
2024-12-13 19:19:31,win
2024-12-13 19:21:10,win
2024-12-13 19:22:37,win
2024-12-13 19:24:03,win
2024-12-13 19:25:33,win
2024-12-13 19:27:03,lose
2024-12-13 19:28:36,lose
2024-12-13 19:30:06,win
2024-12-13 19:31:37,win
2024-12-13 19:33:07,lose
2024-12-13 19:34:33,lose
2024-12-13 19:36:02,win
2024-12-13 19:37:31,win
2024-12-13 19:39:01,lose
2024-12-13 19:40:37,lose
2024-12-13 19:42:03,lose
2024-12-13 19:43:32,win
2024-12-13 19:45:02,lose
2024-12-13 19:46:32,win
2024-12-13 19:48:06,win
2024-12-13 19:49:36,win
2024-12-13 19:51:02,lose
2024-12-13 19:52:37,lose
2024-12-13 19:54:06,win
2024-12-13 19:55:32,win
2024-12-13 19:57:08,win
2024-12-13 19:58:36,lose
2024-12-13 20:00:06,lose
2024-12-13 20:01:37,win
2024-12-13 20:03:07,win
2024-12-13 20:04:33,lose
2024-12-13 20:06:01,lose
2024-12-13 20:07:32,win
2024-12-13 20:09:01,win
2024-12-13 20:10:37,lose
2024-12-13 20:12:06,win
2024-12-13 20:13:37,lose
2024-12-13 20:15:02,win
2024-12-13 20:16:31,win
2024-12-13 20:18:03,lose
2024-12-13 20:19:37,win
2024-12-13 20:21:06,win
2024-12-13 20:22:37,win
2024-12-13 20:24:03,lose
2024-12-13 20:25:33,win
2024-12-13 20:27:07,win
2024-12-13 20:28:38,win
2024-12-13 20:30:06,lose
2024-12-13 20:31:37,lose
2024-12-13 20:33:08,lose
2024-12-13 20:34:33,win
2024-12-13 20:36:01,lose
2024-12-13 20:37:32,win
2024-12-13 20:39:02,lose
2024-12-13 20:40:36,lose
2024-12-13 20:42:06,lose
2024-12-13 20:43:31,win
2024-12-13 20:45:01,win
2024-12-13 20:46:37,win
2024-12-13 20:48:07,win
2024-12-13 20:49:37,lose
2024-12-13 20:51:02,win
2024-12-13 20:52:33,win
2024-12-13 20:54:07,lose
2024-12-13 20:55:38,win
2024-12-13 20:57:07,lose
2024-12-13 20:58:38,win
2024-12-13 21:00:06,win
2024-12-13 21:01:37,lose
2024-12-13 21:03:03,lose
2024-12-13 21:04:32,lose
2024-12-13 21:06:03,lose
2024-12-13 21:07:32,lose
2024-12-13 21:09:01,lose
2024-12-13 21:10:31,lose
2024-12-13 21:12:01,lose
2024-12-13 21:13:33,win
2024-12-13 21:15:07,lose
2024-12-13 21:16:37,win
2024-12-13 21:18:06,lose
2024-12-13 21:19:37,lose
2024-12-13 21:21:08,win
2024-12-13 21:22:37,lose
2024-12-13 21:24:08,lose
2024-12-13 21:25:36,lose
2024-12-13 21:27:08,lose
2024-12-13 21:28:37,lose
2024-12-13 21:30:05,win
2024-12-13 21:31:37,lose
2024-12-13 21:33:02,lose
2024-12-13 21:34:32,win
2024-12-13 21:36:02,lose
2024-12-13 21:37:31,win
2024-12-13 21:39:02,win
2024-12-13 21:40:37,lose
2024-12-13 21:42:03,lose
2024-12-13 21:43:37,win
2024-12-13 21:45:06,lose
2024-12-13 21:46:37,win
2024-12-13 21:48:06,lose
2024-12-13 21:49:37,lose
2024-12-13 21:51:07,lose
2024-12-13 21:52:34,lose
2024-12-13 21:54:07,lose
2024-12-13 21:55:37,lose
2024-12-13 21:57:07,win
2024-12-13 21:58:37,lose
2024-12-13 22:00:06,lose
2024-12-13 22:01:32,lose
2024-12-13 22:03:02,win
2024-12-13 22:04:32,win
2024-12-13 22:06:02,win
2024-12-13 22:07:31,lose
2024-12-13 22:07:56,win
2024-12-13 22:09:01,lose
2024-12-13 22:10:32,win
2024-12-13 22:12:01,lose
2024-12-13 22:13:38,lose
2024-12-13 22:15:06,lose
2024-12-13 22:16:33,lose
2024-12-13 22:18:03,lose
2024-12-13 22:19:32,lose
2024-12-13 22:21:06,lose
2024-12-13 22:22:37,lose
2024-12-13 22:24:06,lose
2024-12-13 22:25:38,lose
2024-12-13 22:27:07,win
2024-12-13 22:28:37,lose
2024-12-13 22:30:06,win
2024-12-13 22:31:31,win
2024-12-13 22:33:02,win
2024-12-13 22:34:32,lose
2024-12-13 22:36:02,win
2024-12-13 22:37:32,lose
2024-12-13 22:39:06,lose
2024-12-13 22:40:37,win
2024-12-13 22:42:03,lose
2024-12-13 22:43:36,win
2024-12-13 22:45:03,lose
2024-12-13 22:46:37,lose
2024-12-13 22:48:07,lose
2024-12-13 22:49:36,win
2024-12-13 22:51:07,win
2024-12-13 22:52:36,win
2024-12-13 22:54:07,win
2024-12-13 22:55:37,win
2024-12-13 22:57:07,lose
2024-12-13 22:58:36,win
2024-12-13 23:00:01,lose
2024-12-13 23:01:31,lose
2024-12-13 23:03:02,lose
2024-12-13 23:04:32,win
2024-12-13 23:06:07,win
2024-12-13 23:07:36,lose
2024-12-13 23:09:06,lose
2024-12-13 23:10:36,win
2024-12-13 23:12:02,win
2024-12-13 23:13:37,lose
2024-12-13 23:15:02,lose
2024-12-13 23:16:36,win
2024-12-13 23:18:06,lose
2024-12-13 23:19:37,win
2024-12-13 23:21:08,win
2024-12-13 23:22:36,lose
2024-12-13 23:24:08,win
2024-12-13 23:25:37,lose
2024-12-13 23:27:07,win
2024-12-13 23:28:31,lose
2024-12-13 23:30:06,lose
2024-12-13 23:31:31,win
2024-12-13 23:33:01,lose
2024-12-13 23:34:33,lose
2024-12-13 23:36:06,win
2024-12-13 23:37:36,win
2024-12-13 23:39:03,lose
2024-12-13 23:40:32,lose
2024-12-13 23:42:03,lose
2024-12-13 23:43:37,lose
2024-12-13 23:45:07,lose
2024-12-13 23:46:37,win
2024-12-13 23:48:07,win
2024-12-13 23:49:37,win
2024-12-13 23:51:03,lose
2024-12-13 23:52:37,lose
2024-12-13 23:54:08,lose
2024-12-13 23:55:36,lose
2024-12-13 23:57:07,lose
2024-12-13 23:58:31,lose
2024-12-14 00:00:06,lose
2024-12-14 00:01:32,win
2024-12-14 00:03:03,lose
2024-12-14 00:04:33,win
2024-12-14 00:06:06,win
2024-12-14 00:07:36,win
2024-12-14 00:09:06,win
2024-12-14 00:10:37,lose
2024-12-14 00:12:08,win
2024-12-14 00:13:37,win
2024-12-14 00:15:06,win
2024-12-14 00:16:37,win
2024-12-14 00:18:07,win
2024-12-14 00:19:32,win
2024-12-14 00:21:02,lose
2024-12-14 00:22:32,win
2024-12-14 00:24:02,lose
2024-12-14 00:25:32,win
2024-12-14 00:27:02,lose
2024-12-14 00:28:32,win
2024-12-14 00:30:05,win
2024-12-14 00:31:32,lose
2024-12-14 00:33:08,lose
2024-12-14 00:34:36,lose
2024-12-14 00:36:07,win
2024-12-14 00:44:03,win
2024-12-14 00:45:09,lose
2024-12-14 00:46:38,lose
2024-12-14 00:48:34,win
2024-12-14 00:52:52,win
2024-12-14 00:54:07,win
2024-12-14 00:55:32,win
2024-12-14 00:57:06,win
2024-12-14 00:58:36,win
2024-12-14 01:00:07,lose
2024-12-14 01:01:32,win
2024-12-14 01:03:03,win
2024-12-14 01:04:36,lose
2024-12-14 01:06:07,lose
2024-12-14 01:07:37,win
2024-12-14 01:09:03,lose
2024-12-14 01:10:37,win
2024-12-14 01:12:04,win
2024-12-14 01:13:37,win
2024-12-14 01:15:08,lose
2024-12-14 01:16:37,win
2024-12-14 01:18:03,lose
2024-12-14 01:19:31,lose
2024-12-14 01:21:02,lose
2024-12-14 01:22:32,lose
2024-12-14 01:24:02,lose
2024-12-14 01:25:31,lose
2024-12-14 01:27:03,lose
2024-12-14 01:28:32,lose
2024-12-14 01:30:06,lose
2024-12-14 01:31:37,lose
2024-12-14 01:33:07,win
2024-12-14 01:34:36,lose
2024-12-14 01:36:07,win
2024-12-14 01:37:37,win
2024-12-14 01:39:07,win
2024-12-14 01:40:37,win
2024-12-14 01:42:07,win
2024-12-14 01:43:36,win
2024-12-14 01:45:07,lose
2024-12-14 01:46:36,lose
2024-12-14 01:48:03,win
2024-12-14 01:49:32,lose
2024-12-14 01:51:02,win
2024-12-14 01:52:32,lose
2024-12-14 01:54:01,lose
2024-12-14 01:55:31,lose
2024-12-14 01:57:06,win
2024-12-14 01:58:33,lose
2024-12-14 02:00:02,win
2024-12-14 02:01:36,lose
2024-12-14 02:03:08,win
2024-12-14 02:04:37,lose
2024-12-14 02:06:03,win
2024-12-14 02:07:37,win
2024-12-14 02:09:03,win
2024-12-14 02:10:36,lose
2024-12-14 02:12:06,win
2024-12-14 02:13:37,lose
2024-12-14 02:15:07,win
2024-12-14 02:16:36,lose
2024-12-14 02:18:02,lose
2024-12-14 02:19:32,win
2024-12-14 02:21:02,win
2024-12-14 02:22:32,win
2024-12-14 02:24:01,lose
2024-12-14 02:25:32,win
2024-12-14 02:27:07,lose
2024-12-14 02:28:37,win
2024-12-14 02:30:06,lose
2024-12-14 02:31:36,lose
2024-12-14 02:33:07,lose
2024-12-14 02:34:34,lose
2024-12-14 02:34:49,win
2024-12-14 02:36:08,win
2024-12-14 02:37:37,win
2024-12-14 02:39:08,lose
2024-12-14 02:40:38,win
2024-12-14 02:42:08,lose
2024-12-14 02:43:37,win
2024-12-14 02:45:09,lose
